SORT_COLUMN	SORT_ALPHA	GUEST_NAME	PROFILE_ID	FULL_ADDRESS	IS_TOTAL_YN	IATA_COMP_NO	POTENTIAL_ROOM_REVENUE	POTENTIAL_ROOM_NIGHTS	NO_OF_PROFILES	CF_CORPID_POTENTIAL	C_YEAR	MONTH_SORT	P_MONTH	C_MONTH	C_MONTH_YY	CS_ROOM_NIGHTS_Y	CS_IND_ROOM_NIGHTS_Y	CS_BLK_ROOM_NIGHTS_Y	CS_RESERVATION_NIGHTS_Y	CF_ADR_Y	CF_IND_ADR_Y	CF_BLK_ADR_Y	CS_ROOM_REVENUE_Y	CS_FOOD_REVENUE_Y	CS_OTHER_REVENUE_Y	CS_TOTAL_REVENUE_Y	CS_IND_ROOM_REVENUE_Y	CS_BLK_ROOM_REVENUE_Y	CS_NON_REVENUE_Y	CS_PERSONS_Y	CS_ADULTS_Y	CS_CHILDREN_Y	CS_CHILDREN1_Y	CS_CHILDREN2_Y	CS_CHILDREN3_Y	CS_CHILDREN4_Y	CS_CHILDREN5_Y	CS_ARRIVALS_Y	CF_ROOM_REVENUE_PP_Y	CF_FOOD_REVENUE_PP_Y	CF_OTHER_REVENUE_PP_Y	CF_TOTAL_REVENUE_PP_Y	CF_NON_REVENUE_PP_Y	CS_CANCELS_Y	CS_CANCELLED_RESERVATIONS_Y	CS_NO_SHOWS_Y	CS_NOSHOW_RESERVATIONS_Y	CS_DAY_USE_Y	CS_PICKED_UP_Y	CS_DAY_USE_RESERVATIONS_Y	CS_RESERVATION_ARRIVALS_Y	ROOMS	ROOM	FOOD	OTHER	TOTAL_REVENUE	NON_REVENUE	PERSONS	ADULTS	CHILDREN	CHILDREN1	CHILDREN2	CHILDREN3	CHILDREN4	CHILDREN5	ARRIVALS	CANCELS	NO_SHOWS	DAY_USE	RESERVATION_NIGHTS	CANCELLED_RESERVATIONS	NO_SHOW_RESERVATIONS	DAY_USE_RESERVATIONS	RESERVATION_ARRIVALS	P_ROOM	P_FOOD	P_OTHER	PROF_TOTAL_REVENUE	PROF_NON_REVENUE	PROF_NIGHTS1	IND_ROOM_NIGHTS	IND_ROOM_REVENUE	BLK_ROOM_NIGHTS	BLK_ROOM_REVENUE	ROOM_REV_ORDER	FOOD_REV_RANK	OTHER_REV_RANK	TOTAL_REV_RANK	NON_REV_RANK1	NON_REV_RANK	ARRIVALS_RANK	CF_ADR	CF_IND_ADR	CF_BLK_ADR	CF_ROOM_REVENUE_PP	CF_FOOD_REVENUE_PP	CF_OTHER_REVENUE_PP	CF_TOTAL_REVENUE_PP	CF_NON_REVENUE_PP
0	12580 BJ XUN QI LIAN CHENG SHANGWU	12580 BJ Xun Qi Lian Cheng ShangWu	112678	A No3 Hao Li Building  No18 Long Qing Stree Beijing NMZ 100000	N				279	   Potential Room Revenue:    Potential Room Nights:  	2009	11	01-NOV-09	Nov	Nov 09	4	4	0	4	894.635	894.635	0	3578.54	793.5	604.78	4976.82	3578.54	0	208.68	6	6	0	0	0	0	0	0	4	596.4233333333333333333333333333333333	132.25	100.7966666666666666666666666666666667	829.47	34.78	12	12	0	0	1	0	1	4	4	2858.54	497.5	496.78	3852.82	208.68	6	6	0	0	0	0	0	0	3	0	0	0	4	0	0	0	3	3578.54	793.5	604.78	4976.82	208.68	4	4	2858.54	0	0	104	141	115	139	123	68	54	714.635	714.635	0	476.4233333333333333333333333333333333	82.91666666666666666666666666666666667	82.79666666666666666666666666666666667	642.1366666666666666666666666666666667	34.78
0	12580 BJ XUN QI LIAN CHENG SHANGWU	12580 BJ Xun Qi Lian Cheng ShangWu	112678	A No3 Hao Li Building  No18 Long Qing Stree Beijing NMZ 100000	N				279	   Potential Room Revenue:    Potential Room Nights:  	2009	12	01-DEC-09	Dec	Dec 09	4	4	0	4	894.635	894.635	0	3578.54	793.5	604.78	4976.82	3578.54	0	208.68	6	6	0	0	0	0	0	0	4	596.4233333333333333333333333333333333	132.25	100.7966666666666666666666666666666667	829.47	34.78	12	12	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	3578.54	793.5	604.78	4976.82	208.68	4	0	0	0	0	104	141	115	139	123	68	54	0	0	0	0	0	0	0	0
0	4007 QIYE LIANGMENG SERVICE CENTER	4007 Qiye liangmeng Service Center	314930	Mengte Building B-10  Hubei Road80 Qingdao SDS 	N	Corporate ID: 958423860			279	Corporate ID: 958423860   Potential Room Revenue:    Potential Room Nights:  	2009	1	01-JAN-09	Jan	Jan 09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	190	184	218	139	72	58	0	0	0	0	0	0	0	0
0	4007 QIYE LIANGMENG SERVICE CENTER	4007 Qiye liangmeng Service Center	314930	Mengte Building B-10  Hubei Road80 Qingdao SDS 	N	Corporate ID: 958423860			279	Corporate ID: 958423860   Potential Room Revenue:    Potential Room Nights:  	2009	2	01-FEB-09	Feb	Feb 09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	190	184	218	139	72	58	0	0	0	0	0	0	0	0
0	4007 QIYE LIANGMENG SERVICE CENTER	4007 Qiye liangmeng Service Center	314930	Mengte Building B-10  Hubei Road80 Qingdao SDS 	N	Corporate ID: 958423860			279	Corporate ID: 958423860   Potential Room Revenue:    Potential Room Nights:  	2009	3	01-MAR-09	Mar	Mar 09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	190	184	218	139	72	58	0	0	0	0	0	0	0	0
0	4007 QIYE LIANGMENG SERVICE CENTER	4007 Qiye liangmeng Service Center	314930	Mengte Building B-10  Hubei Road80 Qingdao SDS 	N	Corporate ID: 958423860			279	Corporate ID: 958423860   Potential Room Revenue:    Potential Room Nights:  	2009	4	01-APR-09	Apr	Apr 09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	190	184	218	139	72	58	0	0	0	0	0	0	0	0
0	4007 QIYE LIANGMENG SERVICE CENTER	4007 Qiye liangmeng Service Center	314930	Mengte Building B-10  Hubei Road80 Qingdao SDS 	N	Corporate ID: 958423860			279	Corporate ID: 958423860   Potential Room Revenue:    Potential Room Nights:  	2009	5	01-MAY-09	May	May 09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	190	184	218	139	72	58	0	0	0	0	0	0	0	0
0	4007 QIYE LIANGMENG SERVICE CENTER	4007 Qiye liangmeng Service Center	314930	Mengte Building B-10  Hubei Road80 Qingdao SDS 	N	Corporate ID: 958423860			279	Corporate ID: 958423860   Potential Room Revenue:    Potential Room Nights:  	2009	6	01-JUN-09	Jun	Jun 09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	190	184	218	139	72	58	0	0	0	0	0	0	0	0
0	4007 QIYE LIANGMENG SERVICE CENTER	4007 Qiye liangmeng Service Center	314930	Mengte Building B-10  Hubei Road80 Qingdao SDS 	N	Corporate ID: 958423860			279	Corporate ID: 958423860   Potential Room Revenue:    Potential Room Nights:  	2009	7	01-JUL-09	Jul	Jul 09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	190	184	218	139	72	58	0	0	0	0	0	0	0	0
0	4007 QIYE LIANGMENG SERVICE CENTER	4007 Qiye liangmeng Service Center	314930	Mengte Building B-10  Hubei Road80 Qingdao SDS 	N	Corporate ID: 958423860			279	Corporate ID: 958423860   Potential Room Revenue:    Potential Room Nights:  	2009	8	01-AUG-09	Aug	Aug 09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	190	184	218	139	72	58	0	0	0	0	0	0	0	0
0	4007 QIYE LIANGMENG SERVICE CENTER	4007 Qiye liangmeng Service Center	314930	Mengte Building B-10  Hubei Road80 Qingdao SDS 	N	Corporate ID: 958423860			279	Corporate ID: 958423860   Potential Room Revenue:    Potential Room Nights:  	2009	9	01-SEP-09	Sep	Sep 09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	190	184	218	139	72	58	0	0	0	0	0	0	0	0
0	4007 QIYE LIANGMENG SERVICE CENTER	4007 Qiye liangmeng Service Center	314930	Mengte Building B-10  Hubei Road80 Qingdao SDS 	N	Corporate ID: 958423860			279	Corporate ID: 958423860   Potential Room Revenue:    Potential Room Nights:  	2009	10	01-OCT-09	Oct	Oct 09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	162	190	184	218	139	72	58	0	0	0	0	0	0	0	0
0	4007 QIYE LIANGMENG SERVICE CENTER	4007 Qiye liangmeng Service Center	314930	Mengte Building B-10  Hubei Road80 Qingdao SDS 	N	Corporate ID: 958423860			279	Corporate ID: 958423860   Potential Room Revenue:    Potential Room Nights:  	2009	11	01-NOV-09	Nov	Nov 09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	190	184	218	139	72	58	0	0	0	0	0	0	0	0
0	4007 QIYE LIANGMENG SERVICE CENTER	4007 Qiye liangmeng Service Center	314930	Mengte Building B-10  Hubei Road80 Qingdao SDS 	N	Corporate ID: 958423860			279	Corporate ID: 958423860   Potential Room Revenue:    Potential Room Nights:  	2009	12	01-DEC-09	Dec	Dec 09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	190	184	218	139	72	58	0	0	0	0	0	0	0	0
0	8357 RESEARCH INSTITUTE	8357 Research Institute	1314429	Huang Wei Rt No 69  Hebei District tianjin TSN 300308	N				279	   Potential Room Revenue:    Potential Room Nights:  	2009	1	01-JAN-09	Jan	Jan 09	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	162	190	184	218	139	71	57	0	0	0	0	0	0	0	0
0	8357 RESEARCH INSTITUTE	8357 Research Institute	1314429	Huang Wei Rt No 69  Hebei District tianjin TSN 300308	N				279	   Potential Room Revenue:    Potential Room Nights:  	2009	2	01-FEB-09	Feb	Feb 09	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	162	190	184	218	139	71	57	0	0	0	0	0	0	0	0
0	8357 RESEARCH INSTITUTE	8357 Research Institute	1314429	Huang Wei Rt No 69  Hebei District tianjin TSN 300308	N				279	   Potential Room Revenue:    Potential Room Nights:  	2009	3	01-MAR-09	Mar	Mar 09	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	162	190	184	218	139	71	57	0	0	0	0	0	0	0	0
0	8357 RESEARCH INSTITUTE	8357 Research Institute	1314429	Huang Wei Rt No 69  Hebei District tianjin TSN 300308	N				279	   Potential Room Revenue:    Potential Room Nights:  	2009	4	01-APR-09	Apr	Apr 09	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	162	190	184	218	139	71	57	0	0	0	0	0	0	0	0
0	8357 RESEARCH INSTITUTE	8357 Research Institute	1314429	Huang Wei Rt No 69  Hebei District tianjin TSN 300308	N				279	   Potential Room Revenue:    Potential Room Nights:  	2009	5	01-MAY-09	May	May 09	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	162	190	184	218	139	71	57	0	0	0	0	0	0	0	0
0	8357 RESEARCH INSTITUTE	8357 Research Institute	1314429	Huang Wei Rt No 69  Hebei District tianjin TSN 300308	N				279	   Potential Room Revenue:    Potential Room Nights:  	2009	6	01-JUN-09	Jun	Jun 09	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	162	190	184	218	139	71	57	0	0	0	0	0	0	0	0
0	8357 RESEARCH INSTITUTE	8357 Research Institute	1314429	Huang Wei Rt No 69  Hebei District tianjin TSN 300308	N				279	   Potential Room Revenue:    Potential Room Nights:  	2009	7	01-JUL-09	Jul	Jul 09	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	162	190	184	218	139	71	57	0	0	0	0	0	0	0	0
0	8357 RESEARCH INSTITUTE	8357 Research Institute	1314429	Huang Wei Rt No 69  Hebei District tianjin TSN 300308	N				279	   Potential Room Revenue:    Potential Room Nights:  	2009	8	01-AUG-09	Aug	Aug 09	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	162	190	184	218	139	71	57	0	0	0	0	0	0	0	0
0	8357 RESEARCH INSTITUTE	8357 Research Institute	1314429	Huang Wei Rt No 69  Hebei District tianjin TSN 300308	N				279	   Potential Room Revenue:    Potential Room Nights:  	2009	9	01-SEP-09	Sep	Sep 09	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	162	190	184	218	139	71	57	0	0	0	0	0	0	0	0
0	8357 RESEARCH INSTITUTE	8357 Research Institute	1314429	Huang Wei Rt No 69  Hebei District tianjin TSN 300308	N				279	   Potential Room Revenue:    Potential Room Nights:  	2009	10	01-OCT-09	Oct	Oct 09	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	162	190	184	218	139	71	57	0	0	0	0	0	0	0	0
0	8357 RESEARCH INSTITUTE	8357 Research Institute	1314429	Huang Wei Rt No 69  Hebei District tianjin TSN 300308	N				279	   Potential Room Revenue:    Potential Room Nights:  	2009	11	01-NOV-09	Nov	Nov 09	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	162	190	184	218	139	71	57	0	0	0	0	0	0	0	0
